,breakdown,auc,disease,Age Range,Gender,fields
357,PD|50-60|All|Non Carriers,0.5671595168679716,PD,50-60,All,Blood
358,PD|50-60|All|All,0.5908937263385614,PD,50-60,All,Blood
359,PD|50-60|All|All,0.5780489453758788,PD,50-60,All,Blood
0,MND|50-70|Male|Carriers,0.5502958579881657,MND,50-70,Male,Modifiable
1,MND|50-70|Male|Carriers,0.47337278106508884,MND,50-70,Male,Modifiable
2,MND|50-70|Male|Non Carriers,0.4453125,MND,50-70,Male,Modifiable
3,MND|50-70|Male|Non Carriers,0.5068359375,MND,50-70,Male,Modifiable
4,MND|50-70|Male|All,0.48929845422116525,MND,50-70,Male,Modifiable
5,MND|50-70|Male|All,0.5558858501783591,MND,50-70,Male,Modifiable
6,MND|50-70|Female|Carriers,0.5277777777777778,MND,50-70,Female,Modifiable
7,MND|50-70|Female|Carriers,0.5954861111111112,MND,50-70,Female,Modifiable
8,MND|50-70|Female|Non Carriers,0.5540123456790123,MND,50-70,Female,Modifiable
9,MND|50-70|Female|Non Carriers,0.5277777777777778,MND,50-70,Female,Modifiable
10,MND|50-70|Female|All,0.4894444444444444,MND,50-70,Female,Modifiable
11,MND|50-70|Female|All,0.4922222222222222,MND,50-70,Female,Modifiable
12,MND|50-70|All|Carriers,0.5936,MND,50-70,All,Modifiable
13,MND|50-70|All|Carriers,0.48119999999999996,MND,50-70,All,Modifiable
14,MND|50-70|All|Non Carriers,0.46124763705103966,MND,50-70,All,Modifiable
15,MND|50-70|All|Non Carriers,0.4929636630959882,MND,50-70,All,Modifiable
16,MND|50-70|All|All,0.5060327492099972,MND,50-70,All,Modifiable
17,MND|50-70|All|All,0.5253519103705832,MND,50-70,All,Modifiable
18,MND|55-70|Male|Carriers,0.4933837429111531,MND,55-70,Male,Modifiable
19,MND|55-70|Male|Carriers,0.4914933837429111,MND,55-70,Male,Modifiable
20,MND|55-70|Male|Non Carriers,0.510204081632653,MND,55-70,Male,Modifiable
21,MND|55-70|Male|Non Carriers,0.5063775510204082,MND,55-70,Male,Modifiable
22,MND|55-70|Male|All,0.43528106508875747,MND,55-70,Male,Modifiable
23,MND|55-70|Male|All,0.5462278106508875,MND,55-70,Male,Modifiable
24,MND|55-70|Female|Carriers,0.5147392290249433,MND,55-70,Female,Modifiable
25,MND|55-70|Female|Carriers,0.5351473922902494,MND,55-70,Female,Modifiable
26,MND|55-70|Female|Non Carriers,0.4794921875,MND,55-70,Female,Modifiable
27,MND|55-70|Female|Non Carriers,0.4267578125,MND,55-70,Female,Modifiable
28,MND|55-70|Female|All,0.5614097543609826,MND,55-70,Female,Modifiable
29,MND|55-70|Female|All,0.5603417586329655,MND,55-70,Female,Modifiable
30,MND|55-70|All|Carriers,0.5640495867768596,MND,55-70,All,Modifiable
31,MND|55-70|All|Carriers,0.5103305785123968,MND,55-70,All,Modifiable
32,MND|55-70|All|Non Carriers,0.44472222222222224,MND,55-70,All,Modifiable
33,MND|55-70|All|Non Carriers,0.5341666666666667,MND,55-70,All,Modifiable
34,MND|55-70|All|All,0.474944526627219,MND,55-70,All,Modifiable
35,MND|55-70|All|All,0.5248705621301776,MND,55-70,All,Modifiable
36,MND|60-70|Male|Carriers,0.5041551246537397,MND,60-70,Male,Modifiable
37,MND|60-70|Male|Carriers,0.47091412742382266,MND,60-70,Male,Modifiable
38,MND|60-70|Male|Non Carriers,0.5274102079395085,MND,60-70,Male,Modifiable
39,MND|60-70|Male|Non Carriers,0.5897920604914934,MND,60-70,Male,Modifiable
40,MND|60-70|Male|All,0.5748299319727891,MND,60-70,Male,Modifiable
41,MND|60-70|Male|All,0.5566893424036281,MND,60-70,Male,Modifiable
42,MND|60-70|Female|Carriers,0.6124567474048443,MND,60-70,Female,Modifiable
43,MND|60-70|Female|Carriers,0.4429065743944637,MND,60-70,Female,Modifiable
44,MND|60-70|Female|Non Carriers,0.363905325443787,MND,60-70,Female,Modifiable
45,MND|60-70|Female|Non Carriers,0.5710059171597633,MND,60-70,Female,Modifiable
46,MND|60-70|Female|All,0.4364521362898864,MND,60-70,Female,Modifiable
47,MND|60-70|Female|All,0.5613845321795565,MND,60-70,Female,Modifiable
48,MND|60-70|All|Carriers,0.4637345679012346,MND,60-70,All,Modifiable
49,MND|60-70|All|Carriers,0.5177469135802468,MND,60-70,All,Modifiable
50,MND|60-70|All|Non Carriers,0.4698042482299042,MND,60-70,All,Modifiable
51,MND|60-70|All|Non Carriers,0.5610162432319867,MND,60-70,All,Modifiable
52,MND|60-70|All|All,0.4988235294117647,MND,60-70,All,Modifiable
53,MND|60-70|All|All,0.4602076124567474,MND,60-70,All,Modifiable
54,MND|50-60|Male|Carriers,0.38888888888888895,MND,50-60,Male,Modifiable
55,MND|50-60|Male|Carriers,0.6111111111111112,MND,50-60,Male,Modifiable
56,MND|50-60|Male|Non Carriers,0.57,MND,50-60,Male,Modifiable
57,MND|50-60|Male|Non Carriers,0.49000000000000005,MND,50-60,Male,Modifiable
58,MND|50-60|Male|All,0.47750000000000004,MND,50-60,Male,Modifiable
59,MND|50-60|Male|All,0.41,MND,50-60,Male,Modifiable
60,MND|50-60|Female|Carriers,0.5555555555555556,MND,50-60,Female,Modifiable
61,MND|50-60|Female|Carriers,0.5555555555555555,MND,50-60,Female,Modifiable
62,MND|50-60|Female|Non Carriers,0.7692307692307693,MND,50-60,Female,Modifiable
63,MND|50-60|Female|Non Carriers,0.485207100591716,MND,50-60,Female,Modifiable
64,MND|50-60|Female|All,0.5328798185941044,MND,50-60,Female,Modifiable
65,MND|50-60|Female|All,0.4988662131519274,MND,50-60,Female,Modifiable
66,MND|50-60|All|Carriers,0.37037037037037035,MND,50-60,All,Modifiable
67,MND|50-60|All|Carriers,0.462962962962963,MND,50-60,All,Modifiable
68,MND|50-60|All|Non Carriers,0.44612476370510395,MND,50-60,All,Modifiable
69,MND|50-60|All|Non Carriers,0.5274102079395084,MND,50-60,All,Modifiable
70,MND|50-60|All|All,0.47114812611540746,MND,50-60,All,Modifiable
71,MND|50-60|All|All,0.5657346817370613,MND,50-60,All,Modifiable
72,FTD|50-70|Male|Carriers,0.6611570247933884,FTD,50-70,Male,Modifiable
73,FTD|50-70|Male|Carriers,0.5454545454545454,FTD,50-70,Male,Modifiable
74,FTD|50-70|Male|Non Carriers,0.413265306122449,FTD,50-70,Male,Modifiable
75,FTD|50-70|Male|Non Carriers,0.6479591836734694,FTD,50-70,Male,Modifiable
76,FTD|50-70|Male|All,0.4304733727810651,FTD,50-70,Male,Modifiable
77,FTD|50-70|Male|All,0.6538461538461539,FTD,50-70,Male,Modifiable
78,FTD|50-70|Female|Carriers,0.6089965397923875,FTD,50-70,Female,Modifiable
79,FTD|50-70|Female|Carriers,0.47058823529411764,FTD,50-70,Female,Modifiable
80,FTD|50-70|Female|Non Carriers,0.4755555555555556,FTD,50-70,Female,Modifiable
81,FTD|50-70|Female|Non Carriers,0.4933333333333333,FTD,50-70,Female,Modifiable
82,FTD|50-70|Female|All,0.6552734375,FTD,50-70,Female,Modifiable
83,FTD|50-70|Female|All,0.5673828125,FTD,50-70,Female,Modifiable
84,FTD|50-70|All|Carriers,0.5739795918367346,FTD,50-70,All,Modifiable
85,FTD|50-70|All|Carriers,0.5089285714285714,FTD,50-70,All,Modifiable
86,FTD|50-70|All|Non Carriers,0.6563614744351962,FTD,50-70,All,Modifiable
87,FTD|50-70|All|Non Carriers,0.6848989298454221,FTD,50-70,All,Modifiable
88,FTD|50-70|All|All,0.6214219759926131,FTD,50-70,All,Modifiable
89,FTD|50-70|All|All,0.6666666666666666,FTD,50-70,All,Modifiable
90,FTD|55-70|Male|Carriers,0.485,FTD,55-70,Male,Modifiable
91,FTD|55-70|Male|Carriers,0.675,FTD,55-70,Male,Modifiable
92,FTD|55-70|Male|Non Carriers,0.5562130177514792,FTD,55-70,Male,Modifiable
93,FTD|55-70|Male|Non Carriers,0.5857988165680473,FTD,55-70,Male,Modifiable
94,FTD|55-70|Male|All,0.6475694444444444,FTD,55-70,Male,Modifiable
95,FTD|55-70|Male|All,0.4409722222222222,FTD,55-70,Male,Modifiable
96,FTD|55-70|Female|Carriers,0.47265625,FTD,55-70,Female,Modifiable
97,FTD|55-70|Female|Carriers,0.57421875,FTD,55-70,Female,Modifiable
98,FTD|55-70|Female|Non Carriers,0.45918367346938777,FTD,55-70,Female,Modifiable
99,FTD|55-70|Female|Non Carriers,0.576530612244898,FTD,55-70,Female,Modifiable
100,FTD|55-70|Female|All,0.5366666666666667,FTD,55-70,Female,Modifiable
101,FTD|55-70|Female|All,0.7433333333333333,FTD,55-70,Female,Modifiable
102,FTD|55-70|All|Carriers,0.5088757396449703,FTD,55-70,All,Modifiable
103,FTD|55-70|All|Carriers,0.5162721893491125,FTD,55-70,All,Modifiable
104,FTD|55-70|All|Non Carriers,0.5651577503429356,FTD,55-70,All,Modifiable
105,FTD|55-70|All|Non Carriers,0.6172839506172839,FTD,55-70,All,Modifiable
106,FTD|55-70|All|All,0.6190815236739053,FTD,55-70,All,Modifiable
107,FTD|55-70|All|All,0.6183695265218939,FTD,55-70,All,Modifiable
108,FTD|60-70|Male|Carriers,0.3333333333333333,FTD,60-70,Male,Modifiable
109,FTD|60-70|Male|Carriers,0.38888888888888884,FTD,60-70,Male,Modifiable
110,FTD|60-70|Male|Non Carriers,0.4444444444444444,FTD,60-70,Male,Modifiable
111,FTD|60-70|Male|Non Carriers,0.4444444444444444,FTD,60-70,Male,Modifiable
112,FTD|60-70|Male|All,0.5916955017301039,FTD,60-70,Male,Modifiable
113,FTD|60-70|Male|All,0.5813148788927336,FTD,60-70,Male,Modifiable
114,FTD|60-70|Female|Carriers,0.596938775510204,FTD,60-70,Female,Modifiable
115,FTD|60-70|Female|Carriers,0.5357142857142857,FTD,60-70,Female,Modifiable
116,FTD|60-70|Female|Non Carriers,0.6115702479338843,FTD,60-70,Female,Modifiable
117,FTD|60-70|Female|Non Carriers,0.4545454545454546,FTD,60-70,Female,Modifiable
118,FTD|60-70|Female|All,0.5536,FTD,60-70,Female,Modifiable
119,FTD|60-70|Female|All,0.6607999999999999,FTD,60-70,Female,Modifiable
120,FTD|60-70|All|Carriers,0.5268595041322314,FTD,60-70,All,Modifiable
121,FTD|60-70|All|Carriers,0.609504132231405,FTD,60-70,All,Modifiable
122,FTD|60-70|All|Non Carriers,0.7200000000000001,FTD,60-70,All,Modifiable
123,FTD|60-70|All|Non Carriers,0.6699999999999999,FTD,60-70,All,Modifiable
124,FTD|60-70|All|All,0.6133044889129259,FTD,60-70,All,Modifiable
125,FTD|60-70|All|All,0.7095727420227149,FTD,60-70,All,Modifiable
126,FTD|50-60|Male|Carriers,0.5,FTD,50-60,Male,Modifiable
127,FTD|50-60|Male|Carriers,0.5,FTD,50-60,Male,Modifiable
128,FTD|50-60|Male|Non Carriers,0.5,FTD,50-60,Male,Modifiable
129,FTD|50-60|Male|Non Carriers,0.5,FTD,50-60,Male,Modifiable
130,FTD|50-60|Male|All,0.365,FTD,50-60,Male,Modifiable
131,FTD|50-60|Male|All,0.4,FTD,50-60,Male,Modifiable
132,FTD|50-60|Female|Carriers,0.5,FTD,50-60,Female,Modifiable
133,FTD|50-60|Female|Carriers,0.5,FTD,50-60,Female,Modifiable
134,FTD|50-60|Female|Non Carriers,0.5,FTD,50-60,Female,Modifiable
135,FTD|50-60|Female|Non Carriers,0.5,FTD,50-60,Female,Modifiable
136,FTD|50-60|Female|All,0.4375,FTD,50-60,Female,Modifiable
137,FTD|50-60|Female|All,0.625,FTD,50-60,Female,Modifiable
138,FTD|50-60|All|Carriers,0.5,FTD,50-60,All,Modifiable
139,FTD|50-60|All|Carriers,0.5,FTD,50-60,All,Modifiable
140,FTD|50-60|All|Non Carriers,0.3801652892561983,FTD,50-60,All,Modifiable
141,FTD|50-60|All|Non Carriers,0.5,FTD,50-60,All,Modifiable
142,FTD|50-60|All|All,0.38580246913580246,FTD,50-60,All,Modifiable
143,FTD|50-60|All|All,0.49691358024691357,FTD,50-60,All,Modifiable
144,VD|50-70|Male|Carriers,0.676905456059975,VD,50-70,Male,Modifiable
145,VD|50-70|Male|Carriers,0.6257809246147438,VD,50-70,Male,Modifiable
146,VD|50-70|Male|Non Carriers,0.668834547346514,VD,50-70,Male,Modifiable
147,VD|50-70|Male|Non Carriers,0.61420395421436,VD,50-70,Male,Modifiable
148,VD|50-70|Male|All,0.6919921875000001,VD,50-70,Male,Modifiable
149,VD|50-70|Male|All,0.6613281249999999,VD,50-70,Male,Modifiable
150,VD|50-70|Female|Carriers,0.6361111111111112,VD,50-70,Female,Modifiable
151,VD|50-70|Female|Carriers,0.6525000000000001,VD,50-70,Female,Modifiable
152,VD|50-70|Female|Non Carriers,0.6607503454139654,VD,50-70,Female,Modifiable
153,VD|50-70|Female|Non Carriers,0.6962482729301733,VD,50-70,Female,Modifiable
154,VD|50-70|Female|All,0.6914141306886958,VD,50-70,Female,Modifiable
155,VD|50-70|Female|All,0.6695194206714945,VD,50-70,Female,Modifiable
156,VD|50-70|All|Carriers,0.658004376735965,VD,50-70,All,Modifiable
157,VD|50-70|All|Carriers,0.6820764245433887,VD,50-70,All,Modifiable
158,VD|50-70|All|Non Carriers,0.6381472251888771,VD,50-70,All,Modifiable
159,VD|50-70|All|Non Carriers,0.6868399193069894,VD,50-70,All,Modifiable
160,VD|50-70|All|All,0.6941792315431755,VD,50-70,All,Modifiable
161,VD|50-70|All|All,0.7096933067846816,VD,50-70,All,Modifiable
162,VD|55-70|Male|Carriers,0.6494140625000001,VD,55-70,Male,Modifiable
163,VD|55-70|Male|Carriers,0.6850043402777778,VD,55-70,Male,Modifiable
164,VD|55-70|Male|Non Carriers,0.6699999999999999,VD,55-70,Male,Modifiable
165,VD|55-70|Male|Non Carriers,0.6458333333333333,VD,55-70,Male,Modifiable
166,VD|55-70|Male|All,0.6727892833662064,VD,55-70,Male,Modifiable
167,VD|55-70|Male|All,0.6420529257067719,VD,55-70,Male,Modifiable
168,VD|55-70|Female|Carriers,0.6322177535191037,VD,55-70,Female,Modifiable
169,VD|55-70|Female|Carriers,0.624964090778512,VD,55-70,Female,Modifiable
170,VD|55-70|Female|Non Carriers,0.6526315789473683,VD,55-70,Female,Modifiable
171,VD|55-70|Female|Non Carriers,0.7385041551246538,VD,55-70,Female,Modifiable
172,VD|55-70|Female|All,0.6562833748665006,VD,55-70,Female,Modifiable
173,VD|55-70|Female|All,0.6425329298682805,VD,55-70,Female,Modifiable
174,VD|55-70|All|Carriers,0.6356668704690365,VD,55-70,All,Modifiable
175,VD|55-70|All|Carriers,0.6137653943575858,VD,55-70,All,Modifiable
176,VD|55-70|All|Non Carriers,0.692486992715921,VD,55-70,All,Modifiable
177,VD|55-70|All|Non Carriers,0.718834547346514,VD,55-70,All,Modifiable
178,VD|55-70|All|All,0.6878768516682456,VD,55-70,All,Modifiable
179,VD|55-70|All|All,0.6886773745786239,VD,55-70,All,Modifiable
180,VD|60-70|Male|Carriers,0.6330340264650284,VD,60-70,Male,Modifiable
181,VD|60-70|Male|Carriers,0.6590264650283554,VD,60-70,Male,Modifiable
182,VD|60-70|Male|Non Carriers,0.5857780612244897,VD,60-70,Male,Modifiable
183,VD|60-70|Male|Non Carriers,0.6705994897959184,VD,60-70,Male,Modifiable
184,VD|60-70|Male|All,0.6714298758217677,VD,60-70,Male,Modifiable
185,VD|60-70|Male|All,0.6175584368151936,VD,60-70,Male,Modifiable
186,VD|60-70|Female|Carriers,0.6664422186684622,VD,60-70,Female,Modifiable
187,VD|60-70|Female|Carriers,0.6061779311505765,VD,60-70,Female,Modifiable
188,VD|60-70|Female|Non Carriers,0.6697053771964593,VD,60-70,Female,Modifiable
189,VD|60-70|Female|Non Carriers,0.6546439423966178,VD,60-70,Female,Modifiable
190,VD|60-70|Female|All,0.6632653061224489,VD,60-70,Female,Modifiable
191,VD|60-70|Female|All,0.6647750937109538,VD,60-70,Female,Modifiable
192,VD|60-70|All|Carriers,0.6319893071953665,VD,60-70,All,Modifiable
193,VD|60-70|All|Carriers,0.6600826712210095,VD,60-70,All,Modifiable
194,VD|60-70|All|Non Carriers,0.6893246613526334,VD,60-70,All,Modifiable
195,VD|60-70|All|Non Carriers,0.648491368771089,VD,60-70,All,Modifiable
196,VD|60-70|All|All,0.6709369929691726,VD,60-70,All,Modifiable
197,VD|60-70|All|All,0.6818128042184965,VD,60-70,All,Modifiable
198,VD|50-60|Male|Carriers,0.5,VD,50-60,Male,Modifiable
199,VD|50-60|Male|Carriers,0.5,VD,50-60,Male,Modifiable
200,VD|50-60|Male|Non Carriers,0.5,VD,50-60,Male,Modifiable
201,VD|50-60|Male|Non Carriers,0.5,VD,50-60,Male,Modifiable
202,VD|50-60|Male|All,0.69140625,VD,50-60,Male,Modifiable
203,VD|50-60|Male|All,0.837890625,VD,50-60,Male,Modifiable
204,VD|50-60|Female|Carriers,0.5511111111111111,VD,50-60,Female,Modifiable
205,VD|50-60|Female|Carriers,0.64,VD,50-60,Female,Modifiable
206,VD|50-60|Female|Non Carriers,0.7448979591836734,VD,50-60,Female,Modifiable
207,VD|50-60|Female|Non Carriers,0.7959183673469388,VD,50-60,Female,Modifiable
208,VD|50-60|Female|All,0.7146254458977408,VD,50-60,Female,Modifiable
209,VD|50-60|Female|All,0.7063020214030915,VD,50-60,Female,Modifiable
210,VD|50-60|All|Carriers,0.7051039697542533,VD,50-60,All,Modifiable
211,VD|50-60|All|Carriers,0.4310018903591682,VD,50-60,All,Modifiable
212,VD|50-60|All|Non Carriers,0.8037190082644627,VD,50-60,All,Modifiable
213,VD|50-60|All|Non Carriers,0.7541322314049586,VD,50-60,All,Modifiable
214,VD|50-60|All|All,0.6553086419753086,VD,50-60,All,Modifiable
215,VD|50-60|All|All,0.714074074074074,VD,50-60,All,Modifiable
216,AD|50-70|Male|Carriers,0.6467168714493329,AD,50-70,Male,Modifiable
217,AD|50-70|Male|Carriers,0.628954360623009,AD,50-70,Male,Modifiable
218,AD|50-70|Male|Non Carriers,0.6097129871222962,AD,50-70,Male,Modifiable
219,AD|50-70|Male|Non Carriers,0.60457873916337,AD,50-70,Male,Modifiable
220,AD|50-70|Male|All,0.6413148283418554,AD,50-70,Male,Modifiable
221,AD|50-70|Male|All,0.639444850255661,AD,50-70,Male,Modifiable
222,AD|50-70|Female|Carriers,0.6167302600029191,AD,50-70,Female,Modifiable
223,AD|50-70|Female|Carriers,0.5844748858447488,AD,50-70,Female,Modifiable
224,AD|50-70|Female|Non Carriers,0.6828085513284611,AD,50-70,Female,Modifiable
225,AD|50-70|Female|Non Carriers,0.6463356328119665,AD,50-70,Female,Modifiable
226,AD|50-70|Female|All,0.6240570934256056,AD,50-70,Female,Modifiable
227,AD|50-70|Female|All,0.5948356401384083,AD,50-70,Female,Modifiable
228,AD|50-70|All|Carriers,0.6299869791666667,AD,50-70,All,Modifiable
229,AD|50-70|All|Carriers,0.6039539930555555,AD,50-70,All,Modifiable
230,AD|50-70|All|Non Carriers,0.6115500945179584,AD,50-70,All,Modifiable
231,AD|50-70|All|Non Carriers,0.6332703213610587,AD,50-70,All,Modifiable
232,AD|50-70|All|All,0.6433802816901408,AD,50-70,All,Modifiable
233,AD|50-70|All|All,0.6296092045229121,AD,50-70,All,Modifiable
234,AD|55-70|Male|Carriers,0.5976926221441656,AD,55-70,Male,Modifiable
235,AD|55-70|Male|Carriers,0.5754364184166301,AD,55-70,Male,Modifiable
236,AD|55-70|Male|Non Carriers,0.6457142857142856,AD,55-70,Male,Modifiable
237,AD|55-70|Male|Non Carriers,0.6280272108843536,AD,55-70,Male,Modifiable
238,AD|55-70|Male|All,0.6624645157351728,AD,55-70,Male,Modifiable
239,AD|55-70|Male|All,0.6425322792344557,AD,55-70,Male,Modifiable
240,AD|55-70|Female|Carriers,0.6110039437585734,AD,55-70,Female,Modifiable
241,AD|55-70|Female|Carriers,0.5842121056241426,AD,55-70,Female,Modifiable
242,AD|55-70|Female|Non Carriers,0.6216604424016088,AD,55-70,Female,Modifiable
243,AD|55-70|Female|Non Carriers,0.6406923297902901,AD,55-70,Female,Modifiable
244,AD|55-70|Female|All,0.6060902147800208,AD,55-70,Female,Modifiable
245,AD|55-70|Female|All,0.617313277636344,AD,55-70,Female,Modifiable
246,AD|55-70|All|Carriers,0.6251581153985402,AD,55-70,All,Modifiable
247,AD|55-70|All|Carriers,0.5835005743555819,AD,55-70,All,Modifiable
248,AD|55-70|All|Non Carriers,0.6102475416758834,AD,55-70,All,Modifiable
249,AD|55-70|All|Non Carriers,0.5699893422349132,AD,55-70,All,Modifiable
250,AD|55-70|All|All,0.6054713304267406,AD,55-70,All,Modifiable
251,AD|55-70|All|All,0.6219963832738803,AD,55-70,All,Modifiable
252,AD|60-70|Male|Carriers,0.5855814849179811,AD,60-70,Male,Modifiable
253,AD|60-70|Male|Carriers,0.6222054936013025,AD,60-70,Male,Modifiable
254,AD|60-70|Male|Non Carriers,0.5732809012647466,AD,60-70,Male,Modifiable
255,AD|60-70|Male|Non Carriers,0.580189180571793,AD,60-70,Male,Modifiable
256,AD|60-70|Male|All,0.6009158871882087,AD,60-70,Male,Modifiable
257,AD|60-70|Male|All,0.6211380385487528,AD,60-70,Male,Modifiable
258,AD|60-70|Female|Carriers,0.6012583655386936,AD,60-70,Female,Modifiable
259,AD|60-70|Female|Carriers,0.5990668300499575,AD,60-70,Female,Modifiable
260,AD|60-70|Female|Non Carriers,0.5888723906017993,AD,60-70,Female,Modifiable
261,AD|60-70|Female|Non Carriers,0.5773429993885929,AD,60-70,Female,Modifiable
262,AD|60-70|Female|All,0.6075289122069226,AD,60-70,Female,Modifiable
263,AD|60-70|Female|All,0.6283722401984301,AD,60-70,Female,Modifiable
264,AD|60-70|All|Carriers,0.6344956444893322,AD,60-70,All,Modifiable
265,AD|60-70|All|Carriers,0.5964802423936372,AD,60-70,All,Modifiable
266,AD|60-70|All|Non Carriers,0.6251441753171858,AD,60-70,All,Modifiable
267,AD|60-70|All|Non Carriers,0.5989763552479815,AD,60-70,All,Modifiable
268,AD|60-70|All|All,0.6366319168283077,AD,60-70,All,Modifiable
269,AD|60-70|All|All,0.6235075415300534,AD,60-70,All,Modifiable
270,AD|50-60|Male|Carriers,0.6744444444444445,AD,50-60,Male,Modifiable
271,AD|50-60|Male|Carriers,0.7666666666666667,AD,50-60,Male,Modifiable
272,AD|50-60|Male|Non Carriers,0.58984375,AD,50-60,Male,Modifiable
273,AD|50-60|Male|Non Carriers,0.40234375,AD,50-60,Male,Modifiable
274,AD|50-60|Male|All,0.6696597353497165,AD,50-60,Male,Modifiable
275,AD|50-60|Male|All,0.753780718336484,AD,50-60,Male,Modifiable
276,AD|50-60|Female|Carriers,0.5141776937618148,AD,50-60,Female,Modifiable
277,AD|50-60|Female|Carriers,0.4820415879017014,AD,50-60,Female,Modifiable
278,AD|50-60|Female|Non Carriers,0.6038781163434903,AD,50-60,Female,Modifiable
279,AD|50-60|Female|Non Carriers,0.6066481994459834,AD,50-60,Female,Modifiable
280,AD|50-60|Female|All,0.5827664399092971,AD,50-60,Female,Modifiable
281,AD|50-60|Female|All,0.5470521541950113,AD,50-60,Female,Modifiable
282,AD|50-60|All|Carriers,0.5973656105375579,AD,50-60,All,Modifiable
283,AD|50-60|All|Carriers,0.6532573869704521,AD,50-60,All,Modifiable
284,AD|50-60|All|Non Carriers,0.7534602076124568,AD,50-60,All,Modifiable
285,AD|50-60|All|Non Carriers,0.6868512110726644,AD,50-60,All,Modifiable
286,AD|50-60|All|All,0.6296736689126701,AD,50-60,All,Modifiable
287,AD|50-60|All|All,0.5881886642885454,AD,50-60,All,Modifiable
288,PD|50-70|Male|Carriers,0.5496506315506584,PD,50-70,Male,Modifiable
289,PD|50-70|Male|Carriers,0.5403789303950551,PD,50-70,Male,Modifiable
290,PD|50-70|Male|Non Carriers,0.5853069719042664,PD,50-70,Male,Modifiable
291,PD|50-70|Male|Non Carriers,0.5573361082206035,PD,50-70,Male,Modifiable
292,PD|50-70|Male|All,0.5948598313545075,PD,50-70,Male,Modifiable
293,PD|50-70|Male|All,0.5523987019249568,PD,50-70,Male,Modifiable
294,PD|50-70|Female|Carriers,0.5576244918128523,PD,50-70,Female,Modifiable
295,PD|50-70|Female|Carriers,0.5495608813818198,PD,50-70,Female,Modifiable
296,PD|50-70|Female|Non Carriers,0.5735640138408304,PD,50-70,Female,Modifiable
297,PD|50-70|Female|Non Carriers,0.5264282968089196,PD,50-70,Female,Modifiable
298,PD|50-70|Female|All,0.5790952126581812,PD,50-70,Female,Modifiable
299,PD|50-70|Female|All,0.5675320967415131,PD,50-70,Female,Modifiable
300,PD|50-70|All|Carriers,0.5624904183462742,PD,50-70,All,Modifiable
301,PD|50-70|All|Carriers,0.5506226947668389,PD,50-70,All,Modifiable
302,PD|50-70|All|Non Carriers,0.59738251041047,PD,50-70,All,Modifiable
303,PD|50-70|All|Non Carriers,0.5698572278405711,PD,50-70,All,Modifiable
304,PD|50-70|All|All,0.5870429979947434,PD,50-70,All,Modifiable
305,PD|50-70|All|All,0.588221335424935,PD,50-70,All,Modifiable
306,PD|55-70|Male|Carriers,0.612217598097503,PD,55-70,Male,Modifiable
307,PD|55-70|Male|Carriers,0.5262336504161712,PD,55-70,Male,Modifiable
308,PD|55-70|Male|Non Carriers,0.5703524470416361,PD,55-70,Male,Modifiable
309,PD|55-70|Male|Non Carriers,0.5327337472607743,PD,55-70,Male,Modifiable
310,PD|55-70|Male|All,0.5738553398198615,PD,55-70,Male,Modifiable
311,PD|55-70|Male|All,0.6207115904523703,PD,55-70,Male,Modifiable
312,PD|55-70|Female|Carriers,0.5524863245959258,PD,55-70,Female,Modifiable
313,PD|55-70|Female|Carriers,0.5755798123808816,PD,55-70,Female,Modifiable
314,PD|55-70|Female|Non Carriers,0.571684371825554,PD,55-70,Female,Modifiable
315,PD|55-70|Female|Non Carriers,0.5933265611817978,PD,55-70,Female,Modifiable
316,PD|55-70|Female|All,0.5848876968121046,PD,55-70,Female,Modifiable
317,PD|55-70|Female|All,0.5454280215392806,PD,55-70,Female,Modifiable
318,PD|55-70|All|Carriers,0.5921927575709021,PD,55-70,All,Modifiable
319,PD|55-70|All|Carriers,0.5994932703092453,PD,55-70,All,Modifiable
320,PD|55-70|All|Non Carriers,0.5761725074510478,PD,55-70,All,Modifiable
321,PD|55-70|All|Non Carriers,0.5898784702718063,PD,55-70,All,Modifiable
322,PD|55-70|All|All,0.5886283386147578,PD,55-70,All,Modifiable
323,PD|55-70|All|All,0.5882641718223429,PD,55-70,All,Modifiable
324,PD|60-70|Male|Carriers,0.5775000000000001,PD,60-70,Male,Modifiable
325,PD|60-70|Male|Carriers,0.583,PD,60-70,Male,Modifiable
326,PD|60-70|Male|Non Carriers,0.45664,PD,60-70,Male,Modifiable
327,PD|60-70|Male|Non Carriers,0.51584,PD,60-70,Male,Modifiable
328,PD|60-70|Male|All,0.5741390306122449,PD,60-70,Male,Modifiable
329,PD|60-70|Male|All,0.567482461734694,PD,60-70,Male,Modifiable
330,PD|60-70|Female|Carriers,0.6402698863636362,PD,60-70,Female,Modifiable
331,PD|60-70|Female|Carriers,0.5486182851239669,PD,60-70,Female,Modifiable
332,PD|60-70|Female|Non Carriers,0.5271703270807804,PD,60-70,Female,Modifiable
333,PD|60-70|Female|Non Carriers,0.5513950419455179,PD,60-70,Female,Modifiable
334,PD|60-70|Female|All,0.5903004303610098,PD,60-70,Female,Modifiable
335,PD|60-70|Female|All,0.5912289959156821,PD,60-70,Female,Modifiable
336,PD|60-70|All|Carriers,0.5971040747742071,PD,60-70,All,Modifiable
337,PD|60-70|All|Carriers,0.5879935937828188,PD,60-70,All,Modifiable
338,PD|60-70|All|Non Carriers,0.5541935542757004,PD,60-70,All,Modifiable
