,breakdown,auc,disease,Age Range,Gender
398,Other|60-70|Male|Non Carriers,0.6548096885813149,Other,60-70,Male
399,Other|60-70|Male|Non Carriers,0.6726643598615918,Other,60-70,Male
400,Other|60-70|Male|All,0.6740941973688227,Other,60-70,Male
401,Other|60-70|Male|All,0.6949726809315954,Other,60-70,Male
402,Other|60-70|Female|Carriers,0.6740902552080559,Other,60-70,Female
403,Other|60-70|Female|Carriers,0.6158559326549097,Other,60-70,Female
404,Other|60-70|Female|Non Carriers,0.6634240000000001,Other,60-70,Female
405,Other|60-70|Female|Non Carriers,0.6753279999999999,Other,60-70,Female
406,Other|60-70|Female|All,0.6555270671872268,Other,60-70,Female
407,Other|60-70|Female|All,0.6752520249402716,Other,60-70,Female
408,Other|60-70|All|Carriers,0.6643887343660778,Other,60-70,All
409,Other|60-70|All|Carriers,0.6949658310154913,Other,60-70,All
410,Other|60-70|All|Non Carriers,0.7133786848072562,Other,60-70,All
411,Other|60-70|All|Non Carriers,0.6366213151927438,Other,60-70,All
412,Other|60-70|All|All,0.6867652828804224,Other,60-70,All
413,Other|60-70|All|All,0.6790760717252062,Other,60-70,All
414,Other|50-60|Male|Carriers,0.5879017013232515,Other,50-60,Male
415,Other|50-60|Male|Carriers,0.6030245746691871,Other,50-60,Male
416,Other|50-60|Male|Non Carriers,0.6076817558299039,Other,50-60,Male
417,Other|50-60|Male|Non Carriers,0.46639231824417005,Other,50-60,Male
418,Other|50-60|Male|All,0.6504,Other,50-60,Male
419,Other|50-60|Male|All,0.6792,Other,50-60,Male
420,Other|50-60|Female|Carriers,0.7173119065010957,Other,50-60,Female
421,Other|50-60|Female|Carriers,0.7268078889700511,Other,50-60,Female
422,Other|50-60|Female|Non Carriers,0.7577479338842976,Other,50-60,Female
423,Other|50-60|Female|Non Carriers,0.8703512396694215,Other,50-60,Female
424,Other|50-60|Female|All,0.7780826093583295,Other,50-60,Female
425,Other|50-60|Female|All,0.6919676878524615,Other,50-60,Female
426,Other|50-60|All|Carriers,0.7452777777777777,Other,50-60,All
427,Other|50-60|All|Carriers,0.7252777777777778,Other,50-60,All
428,Other|50-60|All|Non Carriers,0.738543939694505,Other,50-60,All
429,Other|50-60|All|Non Carriers,0.7796072207895258,Other,50-60,All
430,Other|50-60|All|All,0.7079424275974593,Other,50-60,All
431,Other|50-60|All|All,0.756074820814638,Other,50-60,All
432,All|50-70|Male|Carriers,0.6763386064484964,All,50-70,Male
433,All|50-70|Male|Carriers,0.6600072455017509,All,50-70,Male
434,All|50-70|Male|Non Carriers,0.6072129809858138,All,50-70,Male
435,All|50-70|Male|Non Carriers,0.6415779139644197,All,50-70,Male
436,All|50-70|Male|All,0.7172662232021156,All,50-70,Male
437,All|50-70|Male|All,0.6957227027468421,All,50-70,Male
438,All|50-70|Female|Carriers,0.6563313609467457,All,50-70,Female
439,All|50-70|Female|Carriers,0.6745081360946746,All,50-70,Female
440,All|50-70|Female|Non Carriers,0.6295097272228249,All,50-70,Female
441,All|50-70|Female|Non Carriers,0.6373286768297164,All,50-70,Female
442,All|50-70|Female|All,0.6533640000000001,All,50-70,Female
443,All|50-70|Female|All,0.702375,All,50-70,Female
444,All|50-70|All|Carriers,0.6769809335963182,All,50-70,All
445,All|50-70|All|Carriers,0.673263379355687,All,50-70,All
446,All|50-70|All|Non Carriers,0.6429917994155905,All,50-70,All
447,All|50-70|All|Non Carriers,0.6540879206334245,All,50-70,All
448,All|50-70|All|All,0.6812715729602111,All,50-70,All
449,All|50-70|All|All,0.6848768122368026,All,50-70,All
450,All|55-70|Male|Carriers,0.7141463566502871,All,55-70,Male
451,All|55-70|Male|Carriers,0.694081080940842,All,55-70,Male
452,All|55-70|Male|Non Carriers,0.6179502958579881,All,55-70,Male
453,All|55-70|Male|Non Carriers,0.5775905325443786,All,55-70,Male
454,All|55-70|Male|All,0.6849781393053918,All,55-70,Male
455,All|55-70|Male|All,0.6930062909459718,All,55-70,Male
456,All|55-70|Female|Carriers,0.6466508604699923,All,55-70,Female
457,All|55-70|Female|Carriers,0.6799608070837568,All,55-70,Female
458,All|55-70|Female|Non Carriers,0.6304986623393711,All,55-70,Female
459,All|55-70|Female|Non Carriers,0.6654776349965157,All,55-70,Female
460,All|55-70|Female|All,0.6810360110803324,All,55-70,Female
461,All|55-70|Female|All,0.6666814404432133,All,55-70,Female
462,All|55-70|All|Carriers,0.6715578796062276,All,55-70,All
463,All|55-70|All|Carriers,0.6880413773151444,All,55-70,All
464,All|55-70|All|Non Carriers,0.6452141606581762,All,55-70,All
465,All|55-70|All|Non Carriers,0.6638889302981967,All,55-70,All
466,All|55-70|All|All,0.705782498172099,All,55-70,All
467,All|55-70|All|All,0.7087864507950858,All,55-70,All
468,All|60-70|Male|Carriers,0.6881896921794903,All,60-70,Male
469,All|60-70|Male|Carriers,0.6771798691952222,All,60-70,Male
470,All|60-70|Male|Non Carriers,0.5725255653085942,All,60-70,Male
471,All|60-70|Male|Non Carriers,0.6060632546292251,All,60-70,Male
472,All|60-70|Male|All,0.6836159169550173,All,60-70,Male
473,All|60-70|Male|All,0.6823659169550174,All,60-70,Male
474,All|60-70|Female|Carriers,0.6139162900570044,All,60-70,Female
475,All|60-70|Female|Carriers,0.6758654515061884,All,60-70,Female
476,All|60-70|Female|Non Carriers,0.6132922727182613,All,60-70,Female
477,All|60-70|Female|Non Carriers,0.6315118192451808,All,60-70,Female
478,All|60-70|Female|All,0.6499293170943887,All,60-70,Female
479,All|60-70|Female|All,0.6442060048991552,All,60-70,Female
480,All|60-70|All|Carriers,0.6774120639698119,All,60-70,All
481,All|60-70|All|Carriers,0.6869777745333663,All,60-70,All
482,All|60-70|All|Non Carriers,0.6279008999433107,All,60-70,All
483,All|60-70|All|Non Carriers,0.6386585884353742,All,60-70,All
484,All|60-70|All|All,0.6854349558969932,All,60-70,All
485,All|60-70|All|All,0.7048501124330796,All,60-70,All
486,All|50-60|Male|Carriers,0.618247922437673,All,50-60,Male
487,All|50-60|Male|Carriers,0.6040512465373962,All,50-60,Male
488,All|50-60|Male|Non Carriers,0.6298476454293629,All,50-60,Male
489,All|50-60|Male|Non Carriers,0.5649238227146814,All,50-60,Male
490,All|50-60|Male|All,0.6411011080332409,All,50-60,Male
491,All|50-60|Male|All,0.6364265927977839,All,50-60,Male
492,All|50-60|Female|Carriers,0.6668083749601446,All,50-60,Female
493,All|50-60|Female|Carriers,0.6458709745987884,All,50-60,Female
494,All|50-60|Female|Non Carriers,0.6570600673506147,All,50-60,Female
495,All|50-60|Female|Non Carriers,0.6518129845720103,All,50-60,Female
496,All|50-60|Female|All,0.6588435374149659,All,50-60,Female
497,All|50-60|Female|All,0.6618367346938776,All,50-60,Female
498,All|50-60|All|Carriers,0.6354786371011358,All,50-60,All
499,All|50-60|All|Carriers,0.6360194699837749,All,50-60,All
500,All|50-60|All|Non Carriers,0.6685318559556787,All,50-60,All
501,All|50-60|All|Non Carriers,0.6527977839335181,All,50-60,All
502,All|50-60|All|All,0.6598928604132963,All,50-60,All
503,All|50-60|All|All,0.714164708036995,All,50-60,All
